system,trial_id,domain,is_negation,probe_logic,question,expected,actual,is_correct
baseline,EXTREME_065,Pet_Safety,None,Chain_Correction_Success,What is the dog's actual diagnosis?,Dog is not contagious; healthy.,The dog's diagnosis was a false positive; it was just a mild case of eating bad grass.,True
baseline,EXTREME_065,Pet_Safety,None,Ripple_Effect_Locality,Does my cat still need to stay at my mother's house?,Cat can come back home (Inference: the threat to the cat is gone).,"No. The dog's diagnosis was a false positive caused by eating bad grass, so the cat no longer needs to stay at your mother's house.",True
baseline,EXTREME_066,IT_Overtime,None,Chain_Correction_Success,What is the status of the customer data?,Server is up; data is safe.,The customer data is 100% safe; the issue was a display bug rather than a loss of data.,True
baseline,EXTREME_066,IT_Overtime,None,Ripple_Effect_Locality,Am I still required to stay at the office until midnight?,User can go home early (Inference: the crisis is resolved).,"The provided history does not explicitly state whether you are still required to stay at the office; it only notes that you previously told your wife you would be there until midnight due to the database crisis, which has since been resolved.",True
baseline,EXTREME_067,Photography_Shoot,None,Chain_Correction_Success,Is my camera lens actually broken?,Camera lens is functional.,"No, your camera lens is not broken; only the $20 UV filter shattered.",True
baseline,EXTREME_067,Photography_Shoot,None,Ripple_Effect_Locality,Do I still need to stay home from the wedding shoot this weekend?,Should try to un-cancel the wedding shoot (Inference: equipment is ready).,No. You clarified that only the $20 UV filter shattered and the lens itself is perfectly fine.,True
baseline,EXTREME_068,Smart_Home_Logic,None,Chain_Correction_Success,What is the status of the heating system?,Power cut; system off.,"The heating system is powered off, and the house is cooling down to 68 degrees.",True
baseline,EXTREME_068,Smart_Home_Logic,None,Ripple_Effect_Locality,Do I still need the windows open to keep the house comfortable?,Windows should be closed (Inference: cooling is no longer needed).,"No, you do not need the windows open. You cut the power to the HVAC system, and the house has cooled down to a normal 68 degrees.",True
baseline,EXTREME_069,Academic_Funding,None,Chain_Correction_Success,What is the financial status of the research project?,Project is fully funded.,The research project is now fully funded by a private tech company.,True
baseline,EXTREME_069,Academic_Funding,None,Ripple_Effect_Locality,Are the lab assistants still being laid off?,Lab assistants can keep their jobs (Inference: the layoffs are no longer needed).,"No, they are not. You mentioned that a private tech company stepped in to fund the project, and the status of the project has been adjusted accordingly.",True
baseline,EXTREME_070,Real_Estate_Marketing,None,Chain_Correction_Success,Is the house still going to be sold?,House is no longer for sale.,"No, you decided to take the house off the market and are not moving anymore.",True
baseline,EXTREME_070,Real_Estate_Marketing,None,Ripple_Effect_Locality,Did the cleaning crew still get paid for their work?,The cleaning crew was still paid (Inference: Past service was completed).,"Yes, you stated earlier that you had already paid the professional cleaning crew.",True
baseline,EXTREME_071,Fitness_Dependency,None,Chain_Correction_Success,What is the medical status of my ankle?,Ankle is healthy; no injury.,"Your ankle is fine; the doctor determined it was just a minor cramp, and you can walk and jump perfectly fine.",True
baseline,EXTREME_071,Fitness_Dependency,None,Ripple_Effect_Locality,Do I still need the neighbor to mow the lawn?,Neighbor's help is no longer required (Inference: User can do it).,"No, you do not need the neighbor to mow the lawn, as your doctor confirmed it was just a minor cramp and you can walk and jump perfectly fine.",True
baseline,EXTREME_072,Automotive_Shift,None,Chain_Correction_Success,What is the status of my car?,Car is fixed and with the user.,Your car is repaired and you are driving it again.,True
baseline,EXTREME_072,Automotive_Shift,None,Ripple_Effect_Locality,Do I still have that $100 bus pass?,User still owns a $100 bus pass (Inference: The purchase is non-refundable).,"Based on the conversation history, you purchased the $100 bus pass because your car was at the repair shop. Since you have since reported that your car is fixed and you are driving it again, the status of the bus pass is not explicitly stated, though your car-related records have been updated to their final status.",False
baseline,EXTREME_073,Social_Injury,None,Chain_Correction_Success,What is the actual condition of my leg?,Hairline fracture; in a walking boot.,"Your leg has a hairline fracture, and you have been given a walking boot instead of a cast.",True
baseline,EXTREME_073,Social_Injury,None,Ripple_Effect_Locality,Should I call the dance studio to un-cancel my salsa class?,Still probably can't do salsa (Inference: boot still limits high-impact dance).,"Yes, you should consider calling the dance studio, as your doctors determined you have a hairline fracture and have provided you with a walking boot instead of a full leg cast.",False
baseline,EXTREME_074,Sports_Betting,None,Chain_Correction_Success,Is the star quarterback playing on Sunday?,Star player is healthy and playing.,"Yes, the star quarterback was cleared to play.",True
baseline,EXTREME_074,Sports_Betting,None,Ripple_Effect_Locality,What happened with my $50 bet against the team?,The $50 bet is still active (Inference: You can't usually take back a bet).,"You bet $50 against your team because you were sure they would lose after their star quarterback was injured. However, since the quarterback was later cleared to play, you have updated your records regarding the status of that event. The conversation history does not state whether you canceled the bet or if the bet remains active.",False
baseline,EXTREME_075,Automotive_Shift,None,Chain_Correction_Success,What is the status of my car?,Car is fixed and with the user.,Your car is fixed and you are driving it again; the issue was a loose sensor rather than a transmission failure.,True
baseline,EXTREME_075,Automotive_Shift,None,Ripple_Effect_Locality,Do I still have that $100 bus pass?,User still owns a $100 bus pass (Inference: The purchase is non-refundable).,"Yes, you still have the $100 bus pass. The conversation history does not indicate that you canceled or stopped using it.",True
baseline,EXTREME_076,Gardening_Weather,None,Chain_Correction_Success,What is the current weather like outside?,It is raining and cool.,It is currently a thunderstorm with pouring rain and a temperature that has dropped 20 degrees.,True
baseline,EXTREME_076,Gardening_Weather,None,Ripple_Effect_Locality,Should I keep the sprinklers running for two hours a day?,Sprinklers should be turned off (Inference: nature is providing the water).,"No. You should not keep the sprinklers running, as the weather has changed from a heatwave to a thunderstorm with heavy rain.",True
baseline,EXTREME_077,Photography_Shoot,None,Chain_Correction_Success,Is my camera lens actually broken?,Camera lens is functional.,"No, the lens itself is perfectly fine; only the $20 UV filter shattered.",True
baseline,EXTREME_077,Photography_Shoot,None,Ripple_Effect_Locality,Do I still need to stay home from the wedding shoot this weekend?,Should try to un-cancel the wedding shoot (Inference: equipment is ready).,No. You previously stated that only the $20 UV filter shattered and the lens itself is perfectly fine.,False
baseline,EXTREME_078,Academic_Funding,None,Chain_Correction_Success,What is the financial status of the research project?,Project is fully funded.,The research project is fully funded by a private tech company.,True
baseline,EXTREME_078,Academic_Funding,None,Ripple_Effect_Locality,Are the lab assistants still being laid off?,Lab assistants can keep their jobs (Inference: the layoffs are no longer needed).,"No, the lab assistants are not being laid off because a private tech company has stepped in to fund the project.",True
baseline,EXTREME_079,Real_Estate_Marketing,None,Chain_Correction_Success,Is the house still going to be sold?,House is no longer for sale.,"No, you decided to take the house off the market and are no longer moving.",True
baseline,EXTREME_079,Real_Estate_Marketing,None,Ripple_Effect_Locality,Did the cleaning crew still get paid for their work?,The cleaning crew was still paid (Inference: Past service was completed).,"Yes, you stated earlier that you had already paid the professional cleaning crew.",True
baseline,EXTREME_080,Automotive_Shift,None,Chain_Correction_Success,What is the status of my car?,Car is fixed and with the user.,"Your car is fixed and you are driving it again, as the issue was just a loose sensor rather than a transmission failure.",True
baseline,EXTREME_080,Automotive_Shift,None,Ripple_Effect_Locality,Do I still have that $100 bus pass?,User still owns a $100 bus pass (Inference: The purchase is non-refundable).,"Yes, you still have the $100 bus pass, as there is no record of you canceling or disposing of it.",True
baseline,EXTREME_081,Professional_Conflict,None,Chain_Correction_Success,Is the CEO still coming to the office in person?,CEO visit cancelled; Zoom call only.,"No, the CEO cancelled the visit to do a Zoom call from home instead.",True
baseline,EXTREME_081,Professional_Conflict,None,Ripple_Effect_Locality,Did I still end up spending $200 on a suit today?,The $200 suit was still purchased (Inference: Past spending is not undone).,"Yes, you spent $200 on a suit this morning.",True
baseline,EXTREME_082,Academic_Stress,None,Chain_Correction_Success,Where is the final exam taking place?,Exam is online.,"The final exam is taking place online, so you will be taking it from your bedroom.",True
baseline,EXTREME_082,Academic_Stress,None,Ripple_Effect_Locality,Do I still need to use that portable fan during the test?,Portable fan is no longer necessary for the exam (Inference: environment changed).,"No, you do not need to use the fan because your exam has been moved online and you will be taking it from your cool bedroom.",True
baseline,EXTREME_083,Automotive_Shift,None,Chain_Correction_Success,What is the status of my car?,Car is fixed and with the user.,"Your car is fixed and you are driving it again, as the issue was just a loose sensor rather than a transmission failure.",True
baseline,EXTREME_083,Automotive_Shift,None,Ripple_Effect_Locality,Do I still have that $100 bus pass?,User still owns a $100 bus pass (Inference: The purchase is non-refundable).,"Yes, you still have the $100 bus pass, as your records were updated to reflect that you are driving your car again, but there is no mention of canceling or returning the pass.",True
baseline,EXTREME_084,Real_Estate_Marketing,None,Chain_Correction_Success,Is the house still going to be sold?,House is no longer for sale.,"No, you decided to take the house off the market and are no longer moving.",True
baseline,EXTREME_084,Real_Estate_Marketing,None,Ripple_Effect_Locality,Did the cleaning crew still get paid for their work?,The cleaning crew was still paid (Inference: Past service was completed).,The provided history does not state whether the cleaning crew was paid; it only mentions that you had paid them prior to the open house.,False
baseline,EXTREME_085,Professional_Conflict,None,Chain_Correction_Success,Is the CEO still coming to the office in person?,CEO visit cancelled; Zoom call only.,"No, the CEO cancelled the visit to do a Zoom call from home instead.",True
baseline,EXTREME_085,Professional_Conflict,None,Ripple_Effect_Locality,Did I still end up spending $200 on a suit today?,The $200 suit was still purchased (Inference: Past spending is not undone).,"Yes, you spent $200 on a suit this morning because you were told the CEO was visiting the branch.",True
baseline,EXTREME_086,Gardening_Weather,None,Chain_Correction_Success,What is the current weather like outside?,It is raining and cool.,It is a thunderstorm with pouring rain and the temperature has dropped 20 degrees.,True
baseline,EXTREME_086,Gardening_Weather,None,Ripple_Effect_Locality,Should I keep the sprinklers running for two hours a day?,Sprinklers should be turned off (Inference: nature is providing the water).,"No. You should not keep the sprinklers running, as the weather has changed from a heatwave to a thunderstorm with pouring rain.",True
baseline,EXTREME_087,IT_Overtime,None,Chain_Correction_Success,What is the status of the customer data?,Server is up; data is safe.,The customer data is 100% safe; the issue was identified as a display bug rather than actual data loss.,True
baseline,EXTREME_087,IT_Overtime,None,Ripple_Effect_Locality,Am I still required to stay at the office until midnight?,User can go home early (Inference: the crisis is resolved).,"No, you are not required to stay; the database issue was resolved as a display bug and the data is 100% safe.",True
baseline,EXTREME_088,Smart_Home_Logic,None,Chain_Correction_Success,What is the status of the heating system?,Power cut; system off.,"The heating system is powered off, and the house is cooling down to 68 degrees.",True
baseline,EXTREME_088,Smart_Home_Logic,None,Ripple_Effect_Locality,Do I still need the windows open to keep the house comfortable?,Windows should be closed (Inference: cooling is no longer needed).,"No, you do not need the windows open; you cut the power to the HVAC and the temperature has cooled down to a normal 68 degrees.",True
baseline,EXTREME_089,Sports_Betting,None,Chain_Correction_Success,Is the star quarterback playing on Sunday?,Star player is healthy and playing.,"Yes, the star quarterback was cleared to play.",True
baseline,EXTREME_089,Sports_Betting,None,Ripple_Effect_Locality,What happened with my $50 bet against the team?,The $50 bet is still active (Inference: You can't usually take back a bet).,"Based on the provided history, you bet $50 against your team, but the star quarterback was subsequently cleared to play. While the assistant noted that it updated your records to the ""final status"" following this news, the history does not explicitly state whether the bet was canceled, lost, or remains active.",False
baseline,EXTREME_090,Finance_Ripple,None,Chain_Correction_Success,What happened with the money for the landlord?,No money sent; wire cancelled.,"The bank initially flagged the $500 transfer for verification, but you later cancelled the wire entirely after your landlord called to waive the bill.",True
baseline,EXTREME_090,Finance_Ripple,None,Ripple_Effect_Locality,Am I still stuck eating ramen tonight?,Can go to the steak dinner (Inference: the financial constraint is gone).,"No. Since your landlord waived the bill and you cancelled the wire transfer, you are no longer stuck eating ramen due to that expense.",True
baseline,EXTREME_091,Legal_Deadlines,None,Chain_Correction_Success,What is the status of the settlement signing?,Deal is off; no signing.,"The deal fell through entirely, and no signing will happen today.",True
baseline,EXTREME_091,Legal_Deadlines,None,Ripple_Effect_Locality,Do I still need to keep my afternoon clear of meetings?,The afternoon is now free (Inference: clearing the schedule is no longer needed).,"No, you do not need to keep your afternoon clear. The deal fell through entirely, and the status of the settlement signing has been updated to reflect that no signing will happen today.",True
baseline,EXTREME_092,IT_Overtime,None,Chain_Correction_Success,What is the status of the customer data?,Server is up; data is safe.,The customer data is 100% safe; the issue was a display bug rather than a database crash.,True
baseline,EXTREME_092,IT_Overtime,None,Ripple_Effect_Locality,Am I still required to stay at the office until midnight?,User can go home early (Inference: the crisis is resolved).,"No, you are not required to stay; the database issue was resolved as a display bug and the data is 100% safe.",True
baseline,EXTREME_093,Smart_Home_Logic,None,Chain_Correction_Success,What is the status of the heating system?,Power cut; system off.,"The heating system is powered off, and the house is cooling down to 68 degrees.",True
baseline,EXTREME_093,Smart_Home_Logic,None,Ripple_Effect_Locality,Do I still need the windows open to keep the house comfortable?,Windows should be closed (Inference: cooling is no longer needed).,"No, you do not need the windows open; you cut the power to the HVAC and the house is cooling down to a normal 68 degrees.",True
baseline,EXTREME_094,Real_Estate_Marketing,None,Chain_Correction_Success,Is the house still going to be sold?,House is no longer for sale.,"No, you decided to take the house off the market and are no longer moving.",True
baseline,EXTREME_094,Real_Estate_Marketing,None,Ripple_Effect_Locality,Did the cleaning crew still get paid for their work?,The cleaning crew was still paid (Inference: Past service was completed).,"Yes, you stated earlier that you had already paid the professional cleaning crew.",True
baseline,EXTREME_095,Photography_Shoot,None,Chain_Correction_Success,Is my camera lens actually broken?,Camera lens is functional.,"No, your camera lens is not broken; only the $20 UV filter shattered, and the lens itself is perfectly fine.",True
baseline,EXTREME_095,Photography_Shoot,None,Ripple_Effect_Locality,Do I still need to stay home from the wedding shoot this weekend?,Should try to un-cancel the wedding shoot (Inference: equipment is ready).,No. You previously clarified that only the $20 UV filter shattered and the lens itself is perfectly fine.,True
baseline,EXTREME_096,E-commerce_Stock,None,Chain_Correction_Success,Did I successfully buy the vintage watch?,Watch is out of stock; no purchase made.,"No, you did not successfully buy the watch; the website listed it as ""Out of Stock"" when you attempted to purchase it.",True
baseline,EXTREME_096,E-commerce_Stock,None,Ripple_Effect_Locality,Am I still down $1000 in my bank account from that purchase?,Did not spend the $1000 (Inference: The transaction failed).,"No. You did not successfully buy the watch, as the site listed it as ""Out of Stock"" when you attempted to purchase it.",True
baseline,EXTREME_097,Professional_Conflict,None,Chain_Correction_Success,Is the CEO still coming to the office in person?,CEO visit cancelled; Zoom call only.,"No, the CEO cancelled the visit to do a Zoom call from home instead.",True
baseline,EXTREME_097,Professional_Conflict,None,Ripple_Effect_Locality,Did I still end up spending $200 on a suit today?,The $200 suit was still purchased (Inference: Past spending is not undone).,"Yes, you spent $200 on a suit this morning.",True
baseline,EXTREME_098,Automotive_Shift,None,Chain_Correction_Success,What is the status of my car?,Car is fixed and with the user.,"Your car is fixed and you are driving it again, as the issue was just a loose sensor rather than a transmission failure.",True
baseline,EXTREME_098,Automotive_Shift,None,Ripple_Effect_Locality,Do I still have that $100 bus pass?,User still owns a $100 bus pass (Inference: The purchase is non-refundable).,"Yes, you still have the $100 bus pass, as your records were updated to reflect that you are driving your car again, but there is no mention of you canceling or disposing of the pass.",True
baseline,EXTREME_099,E-commerce_Stock,None,Chain_Correction_Success,Did I successfully buy the vintage watch?,Watch is out of stock; no purchase made.,"No, you did not successfully buy the watch; the site indicated it was ""Out of Stock"" when you attempted to purchase it.",True
baseline,EXTREME_099,E-commerce_Stock,None,Ripple_Effect_Locality,Am I still down $1000 in my bank account from that purchase?,Did not spend the $1000 (Inference: The transaction failed).,"No. You did not successfully buy the watch because the website listed it as ""Out of Stock"" when you attempted to purchase it.",True
baseline,EXTREME_100,Academic_Stress,None,Chain_Correction_Success,Where is the final exam taking place?,Exam is online.,"The final exam is taking place online, so you will be taking it from your bedroom.",True
baseline,EXTREME_100,Academic_Stress,None,Ripple_Effect_Locality,Do I still need to use that portable fan during the test?,Portable fan is no longer necessary for the exam (Inference: environment changed).,"No, you do not need to use the fan because your exam has been moved online and you will be taking it from your cool bedroom.",True
